Brand,Model Name,Vehicle Status,Year,Availability Start Year,Availability End Year,Real-World Range (km),Energy Efficiency (Wh/km),Battery Capacity (kWh),Vehicle Weight (kg),"Acceleration (0-100 km/h, sec)",Fast Charging Speed (kW),Towing Capacity (kg),Cargo Volume (L),Price (€)
Mercedes-Benz,EQE SUV 300 (MY23-24)Mercedes-Benz EQE SUV 300,Discontinued,2023,2023,2025,450.0,201.0,90.6,2440.0,7.6,141.0,750.0,520.0,83489.0
Volvo,ES90 Twin Motor Performance (MY26)Volvo ES90 Twin Motor Performance,Available,2025,2025,,530.0,192.0,102.0,2620.0,4.0,200.0,2000.0,468.0,95489.0
Škoda,Enyaq RS (MY26)Skoda Enyaq RS,Available,2025,2025,,460.0,172.0,79.0,2230.0,5.4,135.0,1800.0,585.0,58689.0
Volvo,C40 Recharge Pure Electric (MY23)Volvo C40 Recharge Pure Electric,Discontinued,2022,2022,2022,335.0,200.0,67.0,2040.0,7.4,116.0,1500.0,450.0,50589.0
Audi,e-tron SAudi e-tron S,Discontinued,2021,2021,2022,320.0,270.0,86.5,2730.0,4.5,146.0,1800.0,660.0,93989.0
DS,Automobiles DS 3 E-TenseDS Automobiles DS 3 E-Tense,Available,2022,2022,,300.0,169.0,50.8,1620.0,9.0,85.0,0.0,350.0,40389.0
Polestar,2 Standard Range Single Motor (MY24)Polestar 2 Standard Range Single Motor,Discontinued,2023,2023,2024,405.0,165.0,67.0,2010.0,6.4,85.0,1500.0,446.0,47689.0
Volkswagen,ID.7 GTX (MY24-25)Volkswagen ID.7 GTX,Discontinued,2024,2024,2025,500.0,172.0,86.0,2320.0,5.4,145.0,1200.0,532.0,68389.0
Hongqi,E-HS7 111 kWh Long RangeHongqi E-HS7 111 kWh Long Range,Available,2025,2025,,455.0,209.0,95.3,2450.0,6.3,210.0,1500.0,705.0,54989.0
Renault,Megane E-Tech EV60 130hpRenault Megane E-Tech EV60 130hp,Discontinued,2022,2022,2025,380.0,158.0,60.0,1690.0,10.5,87.0,500.0,440.0,42289.0
SsangYong,Korando e-MotionSsangYong Korando e-Motion,Discontinued,2022,2022,2024,290.0,193.0,56.0,1840.0,8.5,69.0,1500.0,551.0,39789.0
Audi,Q8 SUV e-tron 50 quattroAudi Q8 SUV e-tron 50 quattro,Discontinued,2022,2022,2024,425.0,209.0,89.0,2580.0,6.0,146.0,1800.0,631.0,76289.0
Porsche,Taycan Turbo GT WeissachPorsche Taycan Turbo GT Weissach,Available,2024,2024,,475.0,204.0,97.0,2290.0,2.2,262.0,0.0,451.0,10089.0
Zeekr,X Core RWD (MY25)Zeekr X Core RWD,Available,2025,2025,,270.0,181.0,49.0,1930.0,5.9,70.0,1600.0,362.0,38989.0
VinFast,VF 8 Eco Extended RangeVinFast VF 8 Eco Extended Range,Available,2023,2023,,405.0,217.0,87.7,2530.0,5.9,120.0,1800.0,376.0,51889.0
Smart,#3 Pro+Smart #3 Pro+,Available,2024,2024,,355.0,175.0,62.0,1850.0,5.8,110.0,1600.0,385.0,42589.0
Mercedes-Benz,EQE 350+ (MY23)Mercedes-Benz EQE 350+,Discontinued,2023,2023,2024,530.0,171.0,90.6,2360.0,6.4,141.0,750.0,430.0,82089.0
Volvo,EX40 Single Motor (MY26)Volvo EX40 Single Motor,Available,2025,2025,,345.0,194.0,67.0,2040.0,7.3,110.0,1500.0,441.0,48789.0
Škoda,Enyaq Coupe 85x (MY26)Skoda Enyaq Coupe 85x,Available,2025,2025,,460.0,167.0,77.0,2230.0,6.7,120.0,1800.0,570.0,53789.0
MG,MG5 EV Long RangeMG MG5 EV Long Range,Discontinued,2020,2020,2022,340.0,169.0,57.4,1620.0,7.7,53.0,0.0,464.0,33389.0
Opel,Combo-e Life 50 kWhOpel Combo-e Life 50 kWh,Discontinued,2021,2021,2024,205.0,226.0,46.3,1730.0,11.7,78.0,750.0,571.0,40589.0
Škoda,Enyaq Coupe RS (MY24)Skoda Enyaq Coupe RS,Discontinued,2023,2023,2025,450.0,171.0,77.0,2250.0,5.5,120.0,1200.0,570.0,63089.0
Lotus,EmeyaLotus Emeya,Discontinued,2024,2024,2025,520.0,190.0,98.9,2550.0,4.2,240.0,2250.0,543.0,10089.0
Škoda,Enyaq Coupe 60 (MY25)Skoda Enyaq Coupe 60,Available,2025,2025,,370.0,159.0,59.0,2000.0,8.1,110.0,1000.0,570.0,45989.0
Hyundai,IONIQ 5 Standard Range AWD (MY21)Hyundai IONIQ 5 Standard Range AWD,Discontinued,2021,2021,2022,290.0,186.0,54.0,2010.0,6.1,140.0,,555.0,45989.0
Volkswagen,ID.3 Pro S - 5 SeatsVolkswagen ID.3 Pro S - 5 Seats,Discontinued,2021,2021,2022,450.0,171.0,77.0,1920.0,7.9,115.0,0.0,385.0,44189.0
Ford,Mustang Mach-E GT (MY23.75)Ford Mustang Mach-E GT,Discontinued,2023,2023,2024,425.0,214.0,91.0,2340.0,3.7,115.0,750.0,619.0,79489.0
Mini,Aceman JCWMini Aceman JCW,Available,2024,2024,,280.0,176.0,49.2,1820.0,6.4,75.0,750.0,300.0,47589.0
Mercedes-Benz,EQS SUV 450+Mercedes-Benz EQS SUV 450+,Available,2023,2023,,540.0,219.0,118.0,2730.0,6.8,160.0,750.0,645.0,10089.0
Polestar,2 Standard Range Single Motor (MY25)Polestar 2 Standard Range Single Motor,Discontinued,2024,2024,2025,405.0,165.0,67.0,2020.0,6.4,110.0,1500.0,448.0,48589.0
Toyota,Proace Verso M 50 kWhToyota Proace Verso M 50 kWh,Available,2024,2024,,180.0,257.0,46.3,2020.0,12.1,78.0,1000.0,603.0,56289.0
Abarth,600e TurismoAbarth 600e Turismo,Available,2024,2024,,280.0,181.0,50.8,1700.0,6.2,79.0,0.0,360.0,44589.0
Ford,e-Tourneo Custom L1 160 kWFord e-Tourneo Custom L1 160 kW,Available,2023,2023,,235.0,272.0,64.0,2550.0,9.0,70.0,2000.0,672.0,68489.0
Polestar,2 Long Range Performance (MY23)Polestar 2 Long Range Performance,Discontinued,2022,2022,2023,385.0,195.0,75.0,2180.0,4.4,108.0,1500.0,440.0,62389.0
Opel,Mokka-e 54 kWhOpel Mokka-e 54 kWh,Discontinued,2023,2023,2024,290.0,175.0,50.8,1590.0,9.0,85.0,0.0,310.0,41889.0
Toyota,Proace City Verso L2 50 kWhToyota Proace City Verso L2 50 kWh,Available,2024,2024,,230.0,217.0,50.0,1880.0,11.7,80.0,750.0,105.0,41389.0
BMW,i5 M60 xDrive Sedan (MY25)BMW i5 M60 xDrive Sedan,Available,2025,2025,,430.0,189.0,81.2,2370.0,3.8,136.0,2000.0,490.0,10089.0
Hyundai,IONIQ 5 Project 45 (MY21)Hyundai IONIQ 5 Project 45,Discontinued,2021,2021,2021,365.0,192.0,70.0,2090.0,5.2,185.0,1600.0,555.0,57989.0
Opel,Vivaro-e Combi M 75 kWhOpel Vivaro-e Combi M 75 kWh,Discontinued,2020,2020,2024,265.0,260.0,69.0,2130.0,13.3,79.0,1000.0,507.0,57089.0
Ford,Capri Standard Range RWDFord Capri Standard Range RWD,Available,2024,2024,,320.0,163.0,52.0,1910.0,9.0,85.0,1000.0,572.0,45189.0
Lucid,Air Touring (MY26)Lucid Air Touring,Available,2025,2025,,600.0,160.0,96.0,2330.0,3.6,160.0,0.0,910.0,10089.0
Fiat,500e 3+1 24 kWhFiat 500e 3+1 24 kWh,Available,2022,2022,,135.0,158.0,21.3,1290.0,9.0,40.0,0.0,185.0,29989.0
Ford,Mustang Mach-E ER AWD (MY23)Ford Mustang Mach-E ER AWD,Discontinued,2022,2022,2023,440.0,207.0,91.0,2250.0,5.8,86.0,1500.0,619.0,74489.0
Volkswagen,ID.4 Pro 4MOTION (MY26)Volkswagen ID.4 Pro 4MOTION,Available,2025,2025,,435.0,177.0,77.0,2230.0,6.6,120.0,1200.0,543.0,50689.0
Tesla,Model S 70Tesla Model S 70,Discontinued,2015,2015,2016,340.0,196.0,66.5,2070.0,5.8,95.0,,895.0,78689.0
Lotus,Eletre RLotus Eletre R,Discontinued,2023,2023,2025,455.0,240.0,109.0,2720.0,2.9,259.0,2250.0,657.0,10089.0
BMW,i5 xDrive40 SedanBMW i5 xDrive40 Sedan,Discontinued,2024,2024,2025,455.0,178.0,81.2,2350.0,5.4,136.0,2000.0,490.0,78489.0
Mercedes-Benz,eVito Tourer Long 90 kWhMercedes-Benz eVito Tourer Long 90 kWh,Available,2024,2024,,325.0,277.0,90.0,2560.0,12.1,96.0,0.0,990.0,78489.0
Peugeot,e-5008 73 kWh Dual MotorPeugeot e-5008 73 kWh Dual Motor,Available,2025,2025,,355.0,206.0,73.0,2400.0,6.5,90.0,1000.0,348.0,63289.0
Volvo,EX90 Twin Motor Performance (MY26)Volvo EX90 Twin Motor Performance,Available,2025,2025,,465.0,219.0,102.0,2720.0,4.2,200.0,2200.0,703.0,10089.0
Kia,e-Niro 39 kWhKia e-Niro 39 kWh,Discontinued,2020,2020,2022,235.0,167.0,39.2,1660.0,9.8,37.0,0.0,451.0,37389.0
Mercedes-Benz,EQE 300 (MY24)Mercedes-Benz EQE 300,Discontinued,2024,2024,2025,525.0,170.0,89.0,2400.0,7.3,120.0,750.0,430.0,68589.0
Genesis,GV70 Electrified (MY25)Genesis GV70 Electrified,Available,2025,2025,,385.0,208.0,80.0,2330.0,4.4,205.0,1800.0,528.0,73089.0
Volvo,XC40 Recharge Twin Pure Electric (MY23)Volvo XC40 Recharge Twin Pure Electric,Discontinued,2022,2022,2022,350.0,214.0,75.0,2180.0,4.9,108.0,1800.0,450.0,59789.0
Mercedes-Benz,EQE 350 4MATIC (MY24)Mercedes-Benz EQE 350 4MATIC,Discontinued,2024,2024,2025,515.0,176.0,90.6,2470.0,6.3,141.0,1700.0,430.0,76489.0
Volvo,C40 Recharge Twin Pure Electric (MY22)Volvo C40 Recharge Twin Pure Electric,Discontinued,2021,2021,2022,360.0,208.0,75.0,2180.0,4.7,108.0,1800.0,450.0,61289.0
Genesis,G80 Electrified Luxury (MY22-24)Genesis G80 Electrified Luxury,Discontinued,2022,2022,2025,440.0,188.0,82.5,2320.0,4.9,160.0,,354.0,74789.0
Volvo,C40 Recharge Single Motor ER (MY24)Volvo C40 Recharge Single Motor ER,Discontinued,2022,2022,2024,420.0,188.0,79.0,2090.0,7.3,125.0,1500.0,450.0,53789.0
Kia,EV9 76.1 kWh RWDKia EV9 76.1 kWh RWD,Available,2024,2024,,350.0,209.0,73.0,2380.0,8.5,160.0,900.0,423.0,60989.0
Volvo,EC40 Single Motor (MY26)Volvo EC40 Single Motor,Available,2025,2025,,360.0,186.0,67.0,2050.0,7.3,110.0,1500.0,435.0,54089.0
Renault,Zoe Q90Renault Zoe Q90,Discontinued,2017,2017,2018,245.0,167.0,41.0,1550.0,13.5,33.0,0.0,338.0,30889.0
JAC,iEV7sJAC iEV7s,Discontinued,2021,2021,2023,225.0,173.0,39.0,1530.0,12.0,30.0,,250.0,29989.0
Audi,Q8 Sportback e-tron 55 quattroAudi Q8 Sportback e-tron 55 quattro,Discontinued,2022,2022,2024,525.0,202.0,106.0,2580.0,5.6,144.0,1800.0,590.0,88789.0
Mercedes-Benz,EQE 500 4MATIC (MY23)Mercedes-Benz EQE 500 4MATIC,Discontinued,2023,2023,2024,505.0,179.0,90.6,2480.0,4.7,141.0,750.0,430.0,10089.0
Smart,#1 ProSmart #1 Pro,Available,2023,2023,,250.0,188.0,47.0,1850.0,6.7,65.0,0.0,338.0,36689.0
Hongqi,E-HS9 120 kWhHongqi E-HS9 120 kWh,Available,2023,2023,,455.0,246.0,112.0,2850.0,4.9,110.0,1500.0,438.0,84989.0
GWM,ORA 03 63 kWhGWM ORA 03 63 kWh,Available,2024,2024,,340.0,174.0,59.3,1610.0,8.2,55.0,0.0,228.0,36389.0
Opel,Grandland Electric 82 kWhOpel Grandland Electric 82 kWh,Discontinued,2024,2024,2025,420.0,196.0,82.2,2190.0,9.0,100.0,1200.0,550.0,51289.0
Mercedes-Benz,EQE SUV 500 4MATIC (MY23)Mercedes-Benz EQE SUV 500 4MATIC,Discontinued,2022,2022,2024,435.0,208.0,90.6,2560.0,4.9,141.0,1800.0,520.0,10089.0
Smart,#3 ProSmart #3 Pro,Available,2024,2024,,265.0,177.0,47.0,1850.0,5.9,65.0,0.0,385.0,37689.0
Polestar,2 Long Range Performance (MY26)Polestar 2 Long Range Performance,Available,2025,2025,,450.0,176.0,79.0,2180.0,4.2,125.0,1500.0,448.0,64089.0
Cadillac,VISTIQ 900 E4 (MY26)Cadillac VISTIQ 900 E4,Available,2025,2025,,375.0,243.0,91.0,2890.0,4.1,100.0,2000.0,297.0,10089.0
Toyota,C-HR+ 57.7 kWh (MY26)Toyota C-HR+ 57.7 kWh,Available,2025,2025,,330.0,164.0,54.0,1840.0,8.3,85.0,0.0,416.0,37989.0
Volvo,EX90 Single Motor (MY24-25)Volvo EX90 Single Motor,Available,2023,2023,,485.0,206.0,100.0,2580.0,8.4,140.0,1200.0,703.0,87489.0
Škoda,Enyaq iV 50 (MY21-23)Skoda Enyaq iV 50,Discontinued,2021,2021,2023,305.0,170.0,52.0,1930.0,11.3,45.0,0.0,585.0,39989.0
Ford,Mustang Mach-E SR AWD (MY21)Ford Mustang Mach-E SR AWD,Discontinued,2021,2021,2022,335.0,203.0,68.0,2130.0,6.3,78.0,750.0,619.0,57189.0
Mercedes-Benz,eVito Tourer Extra-Long 90 kWhMercedes-Benz eVito Tourer Extra-Long 90 kWh,Discontinued,2020,2020,2023,305.0,295.0,90.0,2550.0,12.0,96.0,0.0,139.0,80689.0
Škoda,Enyaq Coupe iV RS (MY22-23)Skoda Enyaq Coupe iV RS,Discontinued,2022,2022,2023,430.0,179.0,77.0,2250.0,6.5,115.0,1200.0,575.0,62689.0
Elaris,BEO 86 kWhElaris BEO 86 kWh,Available,2023,2023,,390.0,208.0,81.0,1950.0,9.5,65.0,,467.0,53089.0
Skywell,BE11 Long RangeSkywell BE11 Long Range,Available,2024,2024,,385.0,210.0,81.0,2000.0,9.6,50.0,,467.0,45989.0
Genesis,GV60 Performance (MY25)Genesis GV60 Performance,Available,2025,2025,,395.0,203.0,80.0,2250.0,4.0,205.0,1600.0,432.0,77889.0
Porsche,Taycan 4S Cross TurismoPorsche Taycan 4S Cross Turismo,Discontinued,2021,2021,2023,420.0,199.0,83.7,2320.0,4.1,216.0,0.0,530.0,10089.0
Fisker,Ocean UltraFisker Ocean Ultra,Discontinued,2023,2023,2024,500.0,213.0,106.5,2520.0,4.2,135.0,1820.0,476.0,58889.0
Volkswagen,ID.5 ProVolkswagen ID.5 Pro,Discontinued,2022,2022,2023,430.0,179.0,77.0,2110.0,10.4,125.0,1000.0,549.0,53489.0
Lotus,Emeya 600Lotus Emeya 600,Available,2025,2025,,520.0,190.0,98.9,2550.0,4.2,240.0,2250.0,543.0,10089.0
Lotus,Eletre 900Lotus Eletre 900,Available,2025,2025,,455.0,240.0,109.0,2720.0,2.9,259.0,2250.0,657.0,10089.0
Smart,#1 Pure+Smart #1 Pure+,Available,2024,2024,,335.0,185.0,62.0,1860.0,6.7,100.0,1600.0,338.0,38489.0
BMW,i5 xDrive40 Sedan (MY25)BMW i5 xDrive40 Sedan,Available,2025,2025,,465.0,175.0,81.2,2340.0,5.4,136.0,2000.0,490.0,78489.0
Peugeot,Partner Tepee ElectricPeugeot Partner Tepee Electric,Discontinued,2017,2017,2020,100.0,205.0,20.5,1670.0,19.5,30.0,0.0,544.0,30489.0
Sono,SionSono Sion,Discontinued,2023,2023,2023,260.0,181.0,47.0,1730.0,9.0,60.0,750.0,650.0,30189.0
Lucid,Air Touring (MY23-24)Lucid Air Touring,Discontinued,2023,2023,2024,560.0,164.0,92.0,2330.0,3.6,160.0,0.0,910.0,10089.0
Ford,Mustang Mach-E GT (MY23)Ford Mustang Mach-E GT,Discontinued,2022,2022,2023,425.0,214.0,91.0,2340.0,4.4,86.0,750.0,619.0,83789.0
NIO,EL6 Standard RangeNIO EL6 Standard Range,Available,2023,2023,,365.0,201.0,73.5,2370.0,4.5,110.0,1200.0,579.0,66789.0
Peugeot,e-Rifter M 50 kWhPeugeot e-Rifter M 50 kWh,Available,2024,2024,,235.0,213.0,50.0,1830.0,11.7,80.0,750.0,775.0,38989.0
Nissan,Ariya e-4ORCE 87kWh - 320 kW NismoNissan Ariya e-4ORCE 87kWh - 320 kW Nismo,Available,2024,2024,,385.0,226.0,87.0,2270.0,5.0,110.0,,415.0,63189.0
Lotus,Eletre 600Lotus Eletre 600,Available,2025,2025,,495.0,220.0,109.0,2560.0,4.5,259.0,2250.0,657.0,10089.0
Lexus,RZ 550e F SPORT (MY26)Lexus RZ 550e F SPORT,Available,2025,2025,,390.0,185.0,72.0,2130.0,4.4,110.0,,522.0,77089.0
Nissan,LEAF 24 kWh (MY11-13)Nissan LEAF 24 kWh,Discontinued,2011,2011,2013,125.0,176.0,22.0,1600.0,11.9,36.0,,330.0,30489.0
Tesla,Model X P90DTesla Model X P90D,Discontinued,2016,2016,2016,375.0,228.0,85.5,2510.0,4.0,90.0,,,10089.0
Volvo,EX40 Twin Motor Performance (MY26)Volvo EX40 Twin Motor Performance,Available,2025,2025,,385.0,205.0,79.0,2170.0,4.6,125.0,1800.0,441.0,62689.0
Volkswagen,ID.5 GTX (MY26)Volkswagen ID.5 GTX,Available,2025,2025,,445.0,178.0,79.0,2230.0,5.4,135.0,1800.0,549.0,56989.0
Volvo,EC40 Single Motor (MY25)Volvo EC40 Single Motor,Discontinued,2024,2024,2025,360.0,186.0,67.0,2050.0,7.3,110.0,1500.0,435.0,54589.0
Zeekr,X Privilege AWD (MY25)Zeekr X Privilege AWD,Available,2025,2025,,350.0,186.0,65.0,2030.0,3.8,114.0,1600.0,362.0,48489.0
Peugeot,e-Expert Combi Long 75 kWhPeugeot e-Expert Combi Long 75 kWh,Discontinued,2021,2021,2024,265.0,260.0,69.0,2160.0,14.3,79.0,1000.0,989.0,59089.0
Peugeot,e-3008 73 kWh Dual MotorPeugeot e-3008 73 kWh Dual Motor,Available,2025,2025,,365.0,200.0,73.0,2330.0,6.0,90.0,1350.0,588.0,60489.0
Citroën,ë-Berlingo XL 50 kWhCitroen e-Berlingo XL 50 kWh,Available,2024,2024,,230.0,217.0,50.0,1880.0,11.7,80.0,750.0,105.0,38789.0
Opel,Combo Electric 50 kWhOpel Combo Electric 50 kWh,Available,2024,2024,,235.0,213.0,50.0,1810.0,11.3,80.0,750.0,775.0,38889.0
Volkswagen,ID. Buzz NWB PureVolkswagen ID. Buzz NWB Pure,Available,2024,2024,,265.0,223.0,59.0,2360.0,10.7,110.0,1000.0,112.0,49989.0
Ford,Mustang Mach-E SR RWD (MY23.75)Ford Mustang Mach-E SR RWD,Discontinued,2023,2023,2024,380.0,191.0,72.6,2170.0,7.3,100.0,750.0,619.0,53589.0
Toyota,Proace Verso M 75 kWhToyota Proace Verso M 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2210.0,13.3,79.0,1000.0,603.0,56689.0
Mercedes-Benz,EQE SUV 350 4MATIC (MY23)Mercedes-Benz EQE SUV 350 4MATIC,Discontinued,2022,2022,2024,425.0,209.0,89.0,2580.0,6.6,120.0,1800.0,520.0,97589.0
Volkswagen,ID. Buzz NWB GTXVolkswagen ID. Buzz NWB GTX,Available,2024,2024,,360.0,219.0,79.0,2620.0,6.5,135.0,1800.0,112.0,73589.0
BMW,i5 xDrive40 Touring (MY25)BMW i5 xDrive40 Touring,Available,2025,2025,,450.0,180.0,81.2,2390.0,5.5,136.0,2000.0,570.0,80489.0
Voyah,Courage 80 kWh RWDVoyah Courage 80 kWh RWD,Available,2025,2025,,395.0,196.0,77.3,2170.0,6.8,110.0,1700.0,527.0,44989.0
Polestar,2 Long Range Performance (MY25)Polestar 2 Long Range Performance,Discontinued,2024,2024,2025,450.0,176.0,79.0,2180.0,4.2,125.0,1500.0,448.0,63989.0
Ford,Mustang Mach-E Rally (MY25)Ford Mustang Mach-E Rally,Available,2025,2025,,415.0,219.0,91.0,2350.0,3.9,115.0,750.0,619.0,76289.0
Genesis,GV70 Electrified Sport (MY22-24)Genesis GV70 Electrified Sport,Discontinued,2022,2022,2025,350.0,211.0,74.0,2310.0,4.2,190.0,1800.0,528.0,71089.0
Toyota,Proace City Verso L1 50 kWhToyota Proace City Verso L1 50 kWh,Available,2024,2024,,235.0,213.0,50.0,1810.0,11.7,80.0,750.0,775.0,39289.0
Smart,#1 PureSmart #1 Pure,Available,2024,2024,,250.0,188.0,47.0,1850.0,6.7,65.0,0.0,338.0,33889.0
Tesla,Model X Ludicrous PerformanceTesla Model X Ludicrous Performance,Discontinued,2019,2019,2019,420.0,226.0,95.0,2570.0,3.0,100.0,2250.0,,10089.0
Ford,Mustang Mach-E GT (MY21)Ford Mustang Mach-E GT,Discontinued,2021,2021,2022,410.0,215.0,88.0,2340.0,4.4,86.0,750.0,619.0,75389.0
Mercedes-Benz,EQT 200 LongMercedes-Benz EQT 200 Long,Available,2024,2024,,220.0,205.0,45.0,1940.0,13.3,50.0,1500.0,828.0,46989.0
Opel,Mokka Electric GSEOpel Mokka Electric GSE,Available,2025,2025,,280.0,181.0,50.8,1670.0,5.9,85.0,0.0,310.0,44089.0
Jaguar,I-Pace EV320Jaguar I-Pace EV320,Discontinued,2020,2020,2021,380.0,223.0,84.7,2240.0,6.4,85.0,750.0,505.0,70789.0
Mercedes-Benz,EQS SUV 500 4MATICMercedes-Benz EQS SUV 500 4MATIC,Available,2023,2023,,530.0,223.0,118.0,2840.0,5.3,160.0,1800.0,645.0,10089.0
Mercedes-Benz,EQE 350 4MATIC (MY25)Mercedes-Benz EQE 350 4MATIC,Available,2025,2025,,515.0,176.0,90.6,2470.0,5.9,141.0,1700.0,430.0,77389.0
Mercedes-Benz,EQE SUV 350+ (MY25)Mercedes-Benz EQE SUV 350+,Available,2025,2025,,475.0,202.0,96.0,2490.0,6.4,141.0,750.0,520.0,87989.0
Citroën,ë-Berlingo MultispaceCitroen e-Berlingo Multispace,Discontinued,2017,2017,2020,100.0,205.0,20.5,1670.0,19.5,30.0,,135.0,31689.0
DS,Automobiles DS 3 Crossback E-TenseDS Automobiles DS 3 Crossback E-Tense,Discontinued,2020,2020,2021,255.0,182.0,46.3,1590.0,8.7,78.0,0.0,350.0,38389.0
Cadillac,LYRIQ-V (MY26)Cadillac LYRIQ-V,Available,2025,2025,,400.0,228.0,91.0,2740.0,3.3,100.0,1580.0,588.0,99689.0
Volkswagen,ID.5 GTXVolkswagen ID.5 GTX,Discontinued,2022,2022,2022,405.0,190.0,77.0,2240.0,6.3,115.0,1200.0,549.0,58989.0
Mercedes-Benz,EQE AMG 43 4MATIC (MY22-23)Mercedes-Benz EQE AMG 43 4MATIC,Discontinued,2022,2022,2023,455.0,199.0,90.6,2520.0,4.2,141.0,750.0,430.0,10089.0
Mercedes-Benz,EQE SUV AMG 43 4MATIC (MY23-24)Mercedes-Benz EQE SUV AMG 43 4MATIC,Discontinued,2022,2022,2025,425.0,213.0,90.6,2600.0,4.3,141.0,1800.0,520.0,10089.0
Porsche,Taycan 4 PlusPorsche Taycan 4 Plus,Available,2024,2024,,565.0,172.0,97.0,2320.0,4.6,262.0,0.0,491.0,10089.0
Škoda,Enyaq Coupe 85x (MY25)Skoda Enyaq Coupe 85x,Available,2025,2025,,460.0,167.0,77.0,2230.0,6.7,120.0,1200.0,570.0,54989.0
Volvo,EC40 Twin Motor (MY26)Volvo EC40 Twin Motor,Available,2025,2025,,400.0,198.0,79.0,2180.0,4.8,125.0,1800.0,435.0,60089.0
Smart,ForFour Electric DriveSmart ForFour Electric Drive,Discontinued,2017,2017,2018,95.0,176.0,16.7,1200.0,12.7,0.0,0.0,185.0,22089.0
CUPRA,Born 170 kW - 58 kWhCUPRA Born 170 kW - 58 kWh,Discontinued,2022,2022,2024,345.0,168.0,58.0,1820.0,6.6,82.0,0.0,385.0,40089.0
NIO,ET5 Touring Standard RangeNIO ET5 Touring Standard Range,Available,2023,2023,,400.0,184.0,73.5,2260.0,4.0,110.0,1400.0,450.0,61789.0
Ford,Mustang Mach-E SR RWD (MY24)Ford Mustang Mach-E SR RWD,Available,2024,2024,,385.0,189.0,72.6,2160.0,6.2,100.0,750.0,619.0,50889.0
Audi,Q6 Sportback e-tron quattroAudi Q6 Sportback e-tron quattro,Available,2024,2024,,500.0,190.0,94.9,2400.0,5.9,200.0,2400.0,575.0,79789.0
Ford,Mustang Mach-E ER AWD (MY25)Ford Mustang Mach-E ER AWD,Available,2025,2025,,435.0,202.0,88.0,2240.0,4.8,105.0,1500.0,619.0,68789.0
VinFast,VF 6 PlusVinFast VF 6 Plus,Available,2025,2025,,310.0,192.0,59.6,2110.0,8.9,90.0,0.0,,39789.0
Nissan,Ariya e-4ORCE 87kWh - 290 kWNissan Ariya e-4ORCE 87kWh - 290 kW,Discontinued,2023,2023,2024,405.0,215.0,87.0,2290.0,5.1,110.0,1500.0,415.0,68189.0
GWM,ORA 07 GTGWM ORA 07 GT,Available,2024,2024,,430.0,194.0,83.5,2210.0,4.5,80.0,0.0,333.0,53489.0
Genesis,GV60 Pure (MY25)Genesis GV60 Pure,Available,2025,2025,,425.0,188.0,80.0,2050.0,7.8,205.0,1600.0,432.0,62289.0
BYD,DOLPHIN 44.9 kWh Boost (MY24)BYD DOLPHIN 44.9 kWh Boost,Discontinued,2023,2023,2025,260.0,173.0,44.9,1700.0,8.0,50.0,0.0,345.0,32189.0
Smart,#1 PulseSmart #1 Pulse,Available,2023,2023,,325.0,191.0,62.0,1970.0,4.5,100.0,1600.0,328.0,44489.0
Mercedes-Benz,EQE 500 4MATIC (MY25)Mercedes-Benz EQE 500 4MATIC,Available,2025,2025,,505.0,179.0,90.6,2490.0,4.4,141.0,1700.0,430.0,88689.0
Volkswagen,e-Transporter Kombi L2 210 kW 64 kWhVolkswagen e-Transporter Kombi L2 210 kW 64 kWh,Available,2025,2025,,250.0,255.0,63.8,2340.0,7.4,75.0,2000.0,100.0,67989.0
Audi,SQ8 SUV e-tronAudi SQ8 SUV e-tron,Discontinued,2023,2023,2024,455.0,233.0,106.0,2720.0,4.5,144.0,1800.0,631.0,10089.0
Lotus,Emeya RLotus Emeya R,Discontinued,2024,2024,2025,465.0,213.0,98.9,2650.0,2.8,240.0,1220.0,543.0,10089.0
GWM,ORA 03 GTGWM ORA 03 GT,Available,2024,2024,,325.0,182.0,59.3,1650.0,8.2,55.0,0.0,228.0,37489.0
Porsche,Taycan Sport TurismoPorsche Taycan Sport Turismo,Available,2024,2024,,460.0,179.0,82.3,2190.0,4.8,195.0,0.0,530.0,10089.0
Citroën,ë-SpaceTourer M 75 kWhCitroen e-SpaceTourer M 75 kWh,Available,2024,2024,,265.0,260.0,69.0,2210.0,14.2,79.0,1000.0,603.0,56389.0
Volvo,EX40 Twin Motor (MY26)Volvo EX40 Twin Motor,Available,2025,2025,,385.0,205.0,79.0,2170.0,4.8,125.0,1800.0,441.0,58289.0
Volvo,XC40 Recharge Twin Pure Electric (MY22)Volvo XC40 Recharge Twin Pure Electric,Discontinued,2021,2021,2022,335.0,224.0,75.0,2180.0,4.9,108.0,1800.0,450.0,57789.0
Fiat,500e Cabrio 24 kWhFiat 500e Cabrio 24 kWh,Available,2022,2022,,135.0,158.0,21.3,1280.0,9.0,40.0,0.0,185.0,33489.0
MG,Cyberster TrophyMG Cyberster Trophy,Available,2024,2024,,425.0,175.0,74.4,1960.0,5.0,85.0,,249.0,64589.0
Mercedes-Benz,EQE SUV 500 4MATIC (MY25)Mercedes-Benz EQE SUV 500 4MATIC,Available,2025,2025,,455.0,211.0,96.0,2610.0,4.7,141.0,1800.0,520.0,10089.0
